reviewerID,reviewerName
A1AMBBYF7NV94M,ganjay
A1AMG57ZZSYLXJ,Dominik &#34;Runopotamus&#34;
A1AMMILR5P5QPA,MrsDaniels
A1AMMZFKL6IXAX,K. Helgason
A1AMRAAFW8QBYF,"Tulor ""Yvonne"""
A1AMXD890PB5S1,faizah daley
A1AN5YW8890YHN,"Life-Long Entrepreneur ""Kenneth Ervin Young"""
A1AN67CJZ0JY4T,"Gary S. Hart ""&#34;SalesDuJour&#34;"""
A1AN74S2DBATOJ,Robbie W
A1AN7HLQB27TWK,Hisashi T. Fujinaka
A1AN7RWT0OEDRV,Ginger
A1ANFCV8DGVSV3,"L. Stewart ""Tennis Nut"""
A1ANI8MZM7NHH0,Anne P.
A1ANIWWT732WAJ,runner
A1ANV6HNVHZWVQ,June
A1ANZ7M3A145IH,VS
A1AO7ZWG22YOH6,Atey 771
A1AOCAAUDW324U,Maegan Renae
A1AOHFOO21EPG,j.  mathes
A1AOIE0MR9BN74,Daniel
A1AOSQZ0ASRFGQ,Jay
A1AOU2K7ZF5V6O,Christopher K. Stewart
A1AP1ILIKOQWW1,The Photo Nerd
A1AP1ISMSL6GD5,"paul larson ""happy customer"""
A1APAJ51YUTV1A,simply-m
A1APCGMUVYINAJ,g.i.jane
A1APECP34RHZFA,Charlie
A1APERZNMEU8PW,Stacy G.
A1APF2PKBU7VIT,"C. Stokely ""Christy S."""
A1APJ3A4B11CT1,C. steele
A1APJ9BVO8KFTU,"YASI ""DARKANGEL NEMESIS"""
A1APKW8VZEC0U8,S. Powell
A1APOUXZ2BK13N,V. Rea
A1APT23BK1283H,"J. Sicinski ""student"""
A1APT9S64ARZYX,"Emily R. Gilley ""Emily R. Gilley"""
A1AQ1VKZB2H46M,EMMS
A1AQ3N6PJ32HNC,Reviewster
A1AQ4EMDMSK8HC,Lydia
A1AQ84YBVRAI2Q,Amazon Customer
A1AQH7NOQF8ZMJ,Grietsion
A1AQI0XLO3GR0C,abble88
A1AQOO65Q2J637,R. Daniels
A1AQQ78YJG625L,BigBoy
A1AQXZK5JAT2GK,Craig C. Albano
A1AQYAGTO2O43P,Dave
A1AR57EZAZO446,Peachbulb
A1ARA9NV54NYOQ,"Pamela M. Richter ""I love Audible books. I ha..."
A1ARAOPF6M3BFO,cvindon
A1ARE7PJ4AV0O0,Lorraine Sane
A1ARR0BTV83ANR,CSM
A1ARU61JWIFNUS,LongHairedHippie
A1ARW6N3BNINU5,Wonder Kid
A1AS9WOK2AKSJ3,P. Korbar
A1ASEZSAJBL10W,Louis Heller
A1ASH2ATH63OXQ,"JC ""JC"""
A1ASIHK78FY9JQ,jolanar
A1ASPKIPMCQ0I8,SweetB
A1ASW3KYEQZ8EP,Bonnie Jean
A1ASWDTJOBC2G2,Anonny
A1AT96Z274WXGZ,suzanne leigh
A1ATCH6N7CM80I,Lewis Crosse
A1ATJD280BQ87U,MT
A1ATOBQ0OB0HMG,soma's wild stuff
A1ATP5C63GTQ11,Jon's Girl
A1ATSQF1AB6DTM,Pdachsie
A1AU251WZIM1MY,M. Easton
A1AU7WHDJK75TD,FH
A1AULQPZ7BH5Y5,C. McCary
A1AUPIH2GFSQBO,Victor Trang
A1AV0FWORPI4ZO,Eric
A1AV0IS7TIZJ57,oops
A1AVACUAORBJB8,Corban Riley
A1AVBJXLU2KGSI,Barbara
A1AVDAS4VK9FCL,Joe H.
A1AVFXU0VWYP69,max
A1AVJ3Y5MRR8DV,"C. Crowson ""cjcrowson"""
A1AVN2KU57MNFB,David
A1AVXFVMH2RFBX,Robert S. Burgess
A1AVXUUEPZX7Z0,"puggsie's mom ""puggsielove"""
A1AW54G6VAMAHC,Catharine
A1AW7OTQ9QX3IG,pen
A1AWENIZKXLBGM,Amazon Customer
A1AWL9JASMG904,C. Gafton
A1AWNCM4K6748H,Lisa A. Roper
A1AWOCUYPIO5AU,SB
A1AWX0M8R6A2I1,CBP
A1AX326AEBAHAB,"cg, california"
A1AXBQM2YHKDMB,City Girl
A1AXBZ0ZA7JA60,"Snooks ""Helen"""
A1AXDZC84D1FN9,"Fats-Stromboli ""Fats-Stromboli"""
A1AXHMWKRX23JS,FuzzyBear
A1AXO6JTMEWZJJ,"Bernadette Rucker ""Enuf Said"""
A1AXPBES3IK0HJ,"B. Bachman ""brucebach"""
A1AXPD1AD874U3,S. Petty
A1AXPGFCOQEXA1,"Picky Buyer ""Picky buyer"""
A1AXW9IQR0AF22,"M. T. Clark ""M T C"""
A1AYBI9X5NSOQI,Old Goat
A1AYBKV6DO2389,Mr. Smarty
A1AYHU19PW877B,Craig
A1AZ1NXGGP6LDX,"Christine Parker ""Love to Read"""
A1AZ5SU9513MN9,R. Fernatt
A1AZ5ZTV3URRKV,C
A1AZ6VA0APW6UM,Bryan C. Greifinger
A1AZ8YJTM7JRHL,Wasabi
A1AZAZFHG92F6X,M. Schoen
A1AZLZ55K9ZP87,Deb G
A1AZOAITAN6VLS,TGR
A1AZRC82ERLXXW,Goby
A1B05INWIDZ74O,M. A. Ramos
A1B064JH8O4GY,S. Shelton
A1B0NL8UWAELI7,Photoleif
A1B0O5FYT1K5DR,"Tom H. Alkadri ""TA"""
A1B0R9I86NKVTH,Amazons frequent shopper
A1B12AWLO0BJFG,Ellyn M. Renken
A1B15T228GS3W4,"Timothy Ryan ""Angry customer"""
A1B1FUA0CR7LGK,Scott
A1B1QMGK8VYG80,Dan Seidman
A1B1VGRCQFTU8Z,Amazon Customer
A1B27IOPDX6OH4,Joe
A1B2FW0KHPPCZ0,SanClementeJedi
A1B2GX1H131SID,Jinzing
A1B2HK8MXP9JJ4,J.M.
A1B39W34EMLB5Z,BPrengle
A1B3K46SDHIK1E,"J.O - thirdeyeinsight . org ""Joe"""
A1B3N4QUDJ9N5I,"M. Pawlick ""Lynn"""
A1B3NT5FGPHU6Q,C. Williams
A1B3WS56NWZU1A,Mick StL
A1B3XQWH8QF51F,B. Pickett
A1B4AJLXBYVA7E,"J. Cass ""Momma Cass"""
A1B4H2VYYOJ1V0,The discriminating reviewer
A1B4I10VWYKSFZ,"Virginia M. Higgins ""thatbaldchick"""
A1B4I332SBOV3N,Cindy V.
A1B4KN0R12A9PH,Randi Houts
A1B4MIXYVIKMU2,"D. Truong ""-The Duke-"""
A1B4MIXYVIKMU2,"D. Truong ""El Duke"""
A1B4UXDZX5CLN7,"Erika Bowen ""book-o-holic"""
A1B4XE2HLWVKTH,Jennifer Schittl
A1B5345QREW5RF,"B. D. Shuckles ""Brent"""
A1B57XRYVPHQKY,BlueSage25
A1B59UOKB5II2X,"JacqueG ""jacqueg63"""
A1B5GFNCLMOOFJ,S. Levitt
A1B5UWCSMA9I5L,Blufg
A1B5V7C13Q72M4,Noreen Kellner
A1B5W9FUAZGXIN,dr.reviewer
A1B5WEIL8TTDI7,"N. Verity ""nickelpic"""
A1B60ARJ5TCYO9,Color & Sunshine
A1B61U6J5C4EW7,Chief Bob
A1B62QONCDJKL2,"Rene Maloon ""sewlful"""
A1B64WOEKF9NZD,coop
A1B69580TOO7UU,Mel DeBoie
A1B6O7SAIYG2N0,"Jacx ""J.C."""
A1B6QAAEE9VDIN,Summer2000
A1B6QE1NF7C6YG,J. Campbell
A1B6SIX2I161O9,ringo
A1B6TLJKZ5EX6F,maryscopes
A1B70ZEWQ6UH1A,Just Me
A1B742SBARPC7S,"Peggy F. Moseley ""doubletiger"""
A1B7HTNG57NKRV,Lauren S.
A1B7KG9RRAIU84,Rebecca R
A1B7KH4KFT5K1X,JMcC
A1B7L4HQ9L6A94,J. Jordan
A1B7V73GW4YUGR,Victoria
A1B7XXNR5DL4TR,Cindy T.
A1B81E9C3PRLTF,"sjdude ""sjdude"""
A1B82XCI50PTBJ,Amazon Customer
A1B86FS5N686A5,j
A1B89OBB1ORQOK,"HardCandy ""HardCandy"""
A1B8B4ACFBSEJ1,Crystal Ben-Ezra
A1B8EJQU73YGL9,Nick Wilson
A1B8GPBTMXTTWC,"Tafari K Boozer ""Mr, Wise"""
A1B8T1EAF413NN,TANYA BROWN
A1B8X1EUTIT900,Jeffrey Brown
A1B97TSIYSS326,Tim Mccormick
A1B990PTK39WT4,BIGFOOTDWR
A1B9D3DFZ9PTHV,John NYC
A1B9K6MLQMB1EP,Fatty
A1B9NN07CYYFQE,ArizonaGirl
A1B9QFN9YFZD90,Kate M.
A1B9Z4RJHKQ6PB,Wife to World's Best Husband
A1BA3B7BLVQMYQ,Amazon Customer
A1BA5TYY7QSZVV,"B. Santaro ""Queen B"""
A1BA72K4VK1UN1,"Patrick W. Crabtree ""The Old Grottomaster"""
A1BA76IF6Q1KXR,"Kathleen Bright ""at home"""
A1BAB8BZ6G3JIN,Tate
A1BAJ6JXU8PSZH,LRK
A1BALZMHDFWOAJ,mark
A1BAPL1TCZT046,"J. Powell ""JP"""
A1BAU29XBV7U3F,xuanyang
A1BB0VPLOUIQU8,April H
A1BB2IFNBWBOQF,manywingedboat
A1BB3Z1GCGNM32,FlopFilm
A1BB4GQRNR6CE6,Gi Fine
A1BB7FU96CZK8R,d b pressley
A1BBCMQSEJN0PP,B. Cheney
A1BBCMZRDT7MCJ,"Joe From Kokomo ""Byte Me"""
A1BBKPMZZL3LNQ,hbboi
A1BBN402N6LPU0,"Lisa Marie ""Lisa Marie"""
A1BBW2AZ49E4AR,"T. Haralson ""Bella por dentro"""
A1BBYSMT9YCODI,korova
A1BBZMY1OU57TR,Gratata
A1BC4FN12C7Y6B,Christina Cardoza
A1BC62X6HZJGZR,"Dee N ""tonipaw"""
A1BC6UIXMEYD15,DemocratsMoveForward_Obama_2009-2017
A1BC8NZJ1IZZQ,cadence
A1BC9EO894LT4E,SugarMaple
A1BCBWJBXK6QN9,"N. Zlatanova ""NZ"""
A1BCEK7ECLV93W,B. Ferm
A1BCKX4C08EP09,Alex
A1BCQXFMUI7L2W,Subway
A1BCZ6QMUJ90XR,A. Bahhary
A1BD1HWB495S0U,PhoneConnoisseur
A1BD342U8BF3UC,Britney
A1BDEKUB3TY70J,Phil
A1BDIJE6XF0QGP,joseph
A1BDJCBTPMDUJ9,Andrew
A1BDJK501QH72G,HugeStakkaBoFan
A1BDMFWKA9LYKI,teachntec
A1BDMSNJVHCS8W,J. L. Knox
A1BDOH3NNA1N8R,cmd
A1BDPRQ7BEUNLP,"Erik Olson ""Seeker Reviews"""
A1BDW7TG8TUBBD,"Scott H. Costello ""shc-wbl-mn"""
A1BE0JR188OFQQ,Bubbas Mommie
A1BE0R1L5BUYS9,marauder
A1BE3A4RRD8KU,Michael N.
A1BE4HNIFB38HB,"Nanci ""Nanci"""
A1BE4VG1SOMUIL,"Tugboat ""Jimbrowski"""
A1BE63ZB813ECH,"M. F. Arguelles ""Scatter Brained"""
A1BEAJX2PIQUSN,Woseiay
A1BEKAQQGP8CMF,Big Red
A1BELIS8IWZMEH,bill
A1BES9C6BSOASQ,Liu Yan Xiang
A1BF0HZ9LE4JTQ,darrr
A1BF498KEM1ETK,"NorthridgeGirl ""I'm just a soul searching for..."
A1BF4VBEFB79BN,"Ellen H. ""Ellen"""
A1BF9J61ALIYR,Dean Quickfall
A1BFDXVO7A36PS,L. Nichols
A1BFE0AWK8PJ2F,LADY
A1BFEFWIM2RZA4,This is my name
A1BFF23BE2037S,saundrakitty
A1BFKTVI0P5WIC,R. Lauer
A1BFLOZ1PLXNZT,Rusty Shackleford
A1BFPBJX1W1JTH,"C or E Kleinman ""Ernie or Cathy Kleinman"""
A1BFUEZWXXASER,David M.
A1BG3NEK09O5U9,Dax Tipson
A1BG5OJ583Z31X,Jacqueline Klueh
A1BG5SZ4YYJUZT,Debra
A1BGEIDHA0L9B6,Horanano
A1BGH69DH07M72,Troybin
A1BGHVQIH3I4LE,Client
A1BGQVWHIHQCPG,Blindguy
A1BGT4KSDN9T8H,Ruby A. Pender
A1BGYSEDAQWYSD,The Review
A1BGZHO0YKEGHD,aundreeuh
A1BH0NAEAOXQJ1,"Amazon Customer ""Linda J"""
A1BH85K2C3XBA6,Noe's Tutu
A1BHBFH35Z8ABJ,Ernie
A1BHCRAPM0OI1W,"Jim at Lansing ""Amazon is great, and offers g..."
A1BHFFD7CG2R1A,"Mark S. Van Horne ""Patti Van Horne"""
A1BHJKJSRAMO7N,Ellery Higgins
A1BHOPQVUSS3FB,Sasha
A1BHSP8TPTH8Y5,"CCGal ""MyReviews"""
A1BI61FX0SHQX7,Issa
A1BICM4W8YCK6N,Agustin L. Esparza
A1BIJ4IT0GN02R,Darnell
A1BIL65NSE1UX6,clarita apple
A1BILFYXC7YXZ8,J. Armstrong
A1BIPJK03QKFQA,"QueenOPearls ""QueenOPearls"""
A1BITH9N22Y3W7,Jordan Wagner
A1BIX5FPI2VE54,Spubu
A1BJHZE41QWBX6,"Sharon Pipke ""Sharon"""
A1BJL34PAVGDOB,J. Doll
A1BJLYFJ6EYP4P,"Angel A. Urena ""AU"""
A1BJO0JNULV68I,jky
A1BJOHHLG0D965,"M.D. Edwards ""Avid Aesthete"""
A1BJQ7ZRPC6YO,GoatNoise
A1BK3MYRZWI40I,louise irbauch
A1BK60GZ4QME6I,John W. Graham
A1BKERO0D6I5IT,"Jason B. ""Jason B."""
A1BKJNAWJT2TG2,"G. Miller ""G. Miller"""
A1BKM7UL77QDD5,Paul Henderson
A1BKPP2U1IXDGX,wrangler
A1BKQINZWBL30K,Cygnet Brown
A1BKWGCHFOG5AZ,"Mishy ""Mishy"""
A1BKYPMX0H8ZGO,Anja0825
A1BLBE0LZC9667,Ty
A1BLC62SBF3PNQ,"B. Nguyen ""Yes?"""
A1BLHXQ5YKU28,steve nicholas
A1BLI8EF9UPXIQ,Maru Landaeta
A1BLPZ54A0P8O,nathan
A1BM7SFYKDAHPQ,"BinNJ ""BeagirlNJ"""
A1BM9TMWT8E0PA,R. Johnson
A1BMA0RHTVO7X5,"jtnvmd ""jt"""
A1BMEPJCL1AYVR,InternetMom13
A1BMFAZY2FAHCM,Jenny Konrad
A1BMG34CO5CMZ5,Bay Gibbons
A1BMH3XA29KNP2,"Terry M. ""Terry M."""
A1BMS40QI9Y4QZ,"Mildred Carrasquillo ""MILLY"""
A1BN3DBBWLMT6V,Clayton A. Cohn
A1BN5DQ9WN29CC,MHS MD
A1BN6QEHHESGU1,Buddyjay
A1BN9N5OKDYZD9,dklooney
A1BNE04ZHGYGBT,"B. Christensen ""bcstargazer"""
A1BNHW6JPM6YM7,susan tolene
A1BNPOMSCPQBFA,"the_student ""the_student"""
A1BNRMIB2SQ1JY,Joan Hitlin
A1BNWNN4KB7V64,Nathan
A1BO4NUOIVGHA9,Tommy D
A1BO59JIOSXMEL,Duane A. Priest
A1BO9ORTFMRCUS,Buckmaster
A1BOAPEDYUM0QY,Coco
A1BOFRVR5XJ02M,A Clark-Girl
A1BOSTZVRSEXJT,Jen
A1BOW5R7Z8XFFG,"athenian ""Vicky"""
A1BP591F5440YD,Eami
A1BP8U608PXBF4,Amazon Customer
A1BPENGE6NJABT,Thomas ll
A1BPL1U71YBU1W,RS
A1BPMP44EB94IK,J. David
A1BPOCN80KYWXF,"mikmax1 ""Mikmax1"""
A1BPPUGOUQVM3Q,mssk
A1BPRRT5QIKU8J,Lance Rivers
A1BPZ9145JYC9S,"J. M. Engel ""MAMASNOOK"""
A1BPZI5LWM1T7R,R Hogan
A1BQJFOPWDCECE,Aeshaunua
A1BQJUJUXNLLD0,C. Fraadet
A1BQLUMAXH49VN,"stevenzac ""Mac and PC user"""
A1BQSE2ELKJIIL,Toma Gabriel
A1BQTYVTL2W9RN,N. S. Michael
A1BQV0DZASL0AO,Michael
A1BR6HHG142MEU,jonesy
A1BRFDNFVPAHID,Dante
A1BRKT07HDKRL5,missing pieces
A1BRMVN2PZL3UZ,B. Geppert
A1BRP7WDRENDGE,"Randy Arnold ""BetelGeuse"""
A1BRWOJ8T05KHX,justin cavitt
A1BRZ6P5JHJZ4R,"Rolling Root ""Rolling Root"""
A1BS2TLRG3CJHJ,Sam
A1BS8JOR3BUKB8,booksmusicnj
A1BSM4T0BABH0C,Aaron
A1BSNKWRY1S7UX,Arlea M. Oliveira
A1BSTM8XZW1REH,Athens
A1BT13X2WFI5WF,Dentish
A1BT6TL7UCIC5Y,Quoad Toad
A1BTEO6351AU5W,Ron
A1BTG38XSGYLW3,Aderyn
A1BTI221EBPDZF,LWhite
A1BTSX94QG0OW,"Travis Garcia ""Nyc24"""
A1BU5WQB9W0G1U,Rodney
A1BU6R0G6QH6OZ,Erin
A1BUES4LG08Z51,Inconclusive Panda
A1BUFI5LCW9ZM4,"Brian Greene ""Digilect"""
A1BUH3JUQ1MLOO,"Lauren R. ""Lodybean"""
A1BUYMT8DNLVSD,Benito
A1BV0U6RE06JE6,eternitybound
A1BV6CS28MAWAR,CJ
A1BV7953RLM07E,Shen
A1BVBI0WC4PQF1,"W. E. Sullivan ""BallRoom Dancers"""
A1BVE2ZIBKJ7YI,"roaeja ""Hey you!"""
A1BVIXBMGUPDWM,cat-bear
A1BVOJ0RZRY5H5,Matt Adams
A1BVP6X6B3CPBP,BadBoyWill
A1BVPNLMWHAYBD,A. Mittra
A1BVU7F2T8EUKS,DKDC
A1BW6SNULSNCTQ,Low Hertz
A1BWI2S3GPBFYM,Connie Denny Nussbaum
A1BWXTRI3LUKF5,"mahatma ""Susan"""
A1BWZ7BS12D3H,Cher S.
A1BX7UMWOHFEOP,"Sheila M. Chunis ""sheshechu1"""
A1BX7YG656ETG,"J. Weir ""trying to get orgainized"""
A1BXI6N2XWZTMM,"J. Purnell ""J.P."""
A1BXJGFHJTS4KL,"Sherry L. Bishop ""Sherry"""
A1BXVZSQOJE6UE,Ctwink
A1BXXIAROOQYNF,Travis
A1BY0K3YA4LOE1,Tamara Joy Rettino
A1BY1YGXBTP2EX,Universal
A1BY4ZPY5FF2SB,"Leann ""Leann"""
A1BYEKQSDP8NVF,Chaigirl
A1BYGJY1CIVTPY,Mj Mccreary
A1BYJFRK1CH4SD,ellen foster
A1BYMKR6E2EXEJ,A Dogged shopper
A1BYQ846SV5Q3V,Tia
A1BZ12JCG52XS1,Diane Nassaney
A1BZFJ18A2BAV,Carol
A1BZFRYSMNPVYF,Amazon Junkie
A1BZIDNT6GOZU2,Kristen Kidd Donovan
A1BZIKJO8OX4EV,djy
A1BZN88T4GSZG0,Silly Sister
A1BZO68VCMI4KH,Amazon Customer
A1BZPJEAA3XCZG,L. Shepherd
A1C01R9X9898MG,BJS
A1C02Z83O2MJHO,April
A1C07KL6UUZYEC,TheirMommy
A1C0APSYM9H709,Shadow Raven
A1C0C81LOAG6FG,"Amazon Customer ""Bob"""
A1C0H8KUODITYL,Lori Johnston
A1C0M7G77HHBAX,R. F. Busby
A1C0QYIEZEBCSG,C. Singer
A1C0SMKHZ49NJ5,K. Hoffman
A1C0SOX7DPXY65,"M. Jobbagy ""Follow Your Bliss - Joseph Cambell"""
A1C0UWQHYVD72Q,Liz in WA
A1C0VHRCFLSV0I,Jamie Cannon
A1C0WBACQ09ZG8,G Hubert
A1C0Y0Q2TTM9XC,Joe K
A1C0YT5HU0OEBF,JAC
A1C139F5C7Y38P,"The Matrix Fan ""Video Gamer since 1979."""
A1C15EURO8USGE,satsfied
A1C1CW1NJRS2TB,Legit
A1C1DXDXIB2KCD,Rodrick
A1C1HNXMVMA8WM,"fiberartist ""fiber artist"""
A1C1NTE7N3T7WE,wilson
A1C1QQVAYZJWEH,livoman
A1C1R6XYLKSIBU,Jorge Medeiros
A1C217T6VWIE3,"Mehetabelle ""mehetabelle"""
A1C21QBAZ1W4Z2,R. Leigh
A1C240UX7X6TXT,GolddustWoman
A1C25OLGAOWUDG,Kaye
A1C2A8MHV1BYOI,Hostess Lady
A1C2HCMR9QOZEH,"Nikki ""Nikki"""
A1C2LCP0XQ9TU7,"H. M. Lane ""mlaneor"""
A1C2V2NFTWT1MK,"Edith ""Jui"""
A1C2Y9U7KX0ZC0,GF in IL
A1C309ITRH4ZC7,fabio
A1C36TRAXJX7D7,Oriondriver
A1C3AUAVA4EFOA,"Erica, fan of this!"
A1C3WKY6CEBTMK,Kristen
A1C3X3ZDLGZOHI,Jennifer
A1C3Z0YG6KJ9FP,"bookaddict44 ""debdivine"""
A1C40G2JQ541Z8,"Apollo legend ""Apollo legend"""
A1C42DQRQQ0ENF,"J. Burgart ""Julie B."""
A1C47ROOK7BSVL,Harry Samuel
A1C49AD373RR4F,"HONESTY IS THE BEST... Here is the Truth ""New..."
A1C4J5MRES1KRK,"Jennifer Sanders ""Ethans Mommy"""
A1C4NF5DBCCL8Q,OutofStock
A1C4PLDH1NUX3D,Keegan
A1C4W5WX750LI0,redherringfarmer
A1C4XZPPK9CBUM,Cobra
A1C573233MQPPI,M. Williamson
A1C57JYVZP8R5V,PrincessMe
A1C5B7HZDY1UXW,"wle ""wle"""
A1C5C9N8MIG1WX,jason
A1C5CVWPVVCEAA,carcar
A1C5NYR7DI84HX,Theresa Cahill &#34;oims&#34;
A1C5PKRAR0XP62,Nenuko
A1C5TCCR2IGKBU,Tom D
A1C60KQ8VJZBS5,"Marktwain10 ""Marktwain10"""
A1C6E9A935X4FJ,jfs63
A1C6GZKSJHOXZV,Mrs. Phun
A1C6LW9DPI1Z4A,V. McCracken
A1C6QF54Z3ELCY,James Livingston
A1C6RZG7XQZBUZ,"C. Beard ""I have not gone where I intended to..."
A1C6XN80UBCGT8,Kahlua
A1C6ZJNWKYK485,R. Johnson
A1C703PFO8ZWX,Latoya Fox
A1C73DUEEM6LMH,Aja
A1C760KGFSRI6F,Alexis Coxon
A1C7976CRCW5S4,Phantom-X
A1C7ORW5LEDJKR,Amazoniac
A1C7QQRX3801TM,Dr.P
A1C7R0F33PNNI2,David Curtiss
A1C7Y31S5QXNTR,majormusiclover
A1C7YEQ5P8AWFY,"Stephen D. Feist ""tailu66"""
A1C7ZP9BGT59O5,R  King
A1C80VYQMM3FQB,Queen Christina II
A1C82BC5GNABOA,A.H.
A1C89MDNKN62QN,Jack Z
A1C8K4LG8EUS3Y,doubleganger
A1C8NAHYR6Z10F,A. Horikawa
A1C8UW20KLL4ZA,Frank A Mescia
A1C92SAQFUBJSZ,"Ell Bee ""Lin"""
A1C96JTJ3U8FAH,ceejay
A1C971XBPH3IAC,W. R. Flash
A1C9B47FO414VX,"Bonnie Stowe ""Kauai Swimmer"""
A1C9C0C9RH4TUF,dhahrangirl
A1C9FRE9C9B0EX,"Tweeds ""creekside"""
A1C9JM9QU2RDX,Seagull
A1C9RXXYKVZD0Q,Anna's Mommy
A1C9V57DICTRUY,"Momoftwins71 ""Mom of Twins"""
A1C9Y2EUWUD4DH,"Keena M ""WV Archer"""
A1CA7C2D6TQ35U,Matt
A1CAAFWC6S3WJN,vegaslovesliz
A1CAEHWZ843SES,sparrow
A1CAGTNRSFHJNJ,"Joyce Anne Laird ""writer"""
A1CAN6KVCSV9JR,Tiff T
A1CANGVKCCXCHG,amy
A1CAQRGX73Z1M9,Tyler Beckett
A1CB9JJ39HN1UR,IM
A1CBLWZ5TL6HS3,"Jaison Koshy ""Jkosh01"""
A1CBMK1AF6HIC0,"Lindy Lou ""Happy Lady"""
A1CBNUBPZPWH5D,"Boston Lesbian ""Happily Married in Massachusetts"""
A1CBOHE9TYTDXH,Markey_V
A1CBSYPJKG37M5,TNT
A1CCAD5HIQXG1K,Barbara Dees
A1CCBLW6NH70ID,"sgeise ""sgeise"""
A1CCC235TO39LD,Sparkle
A1CCCA8BRO5FQC,randomreviewer
A1CCDEUSMHNRZW,Rob
A1CCKKNSH3QR08,LanthanumK
A1CCMW354ELJ3U,Pond Frog
A1CCQTW8Q1XJ6E,Denver parent
A1CCT8TQ5ELXGQ,girl in the pink jacket
A1CCXOBYQCG5TS,TerryD
A1CCZH9MEAOH75,Sasha L
A1CD0ZZHP3MPYI,Chanda
A1CDK1IWQRHEU1,David
A1CDNTB7377YH2,Michael A. Newman
A1CDUWFR888KFW,Orthorexic
A1CDV72XSBG1TR,FuzzyDice
A1CDWWS7NROSD,wymom29
A1CDYZIHT50YAA,"Rahul P. Mehta ""Absolute Chrome"""
A1CE5ASZ246O6R,"Jennifer L. Barry ""jll"""
A1CEF8JFUW28XV,L. Robertson
A1CEJ1FZZ1ZQVC,loveonlineprime
A1CEQED52XLO0Q,"M. Kragh ""trance man"""
A1CEQW43SECZNC,Jamie
A1CEUAFLF24FHQ,"S. Dickson ""just a man..."""
A1CEXBPFII8OG8,Shelly
A1CEXKBH0K5ZCS,C. Hayden
A1CF2DXWKONYJZ,George
A1CF96IXA4A9HN,Naveto
A1CFG7PARMBSEO,bookreader
A1CFIY4X292KHP,JQ Hunter
A1CFQFOLSZSSBO,"Body Worshipper ""&#34;Touch of Love&#34;"""
A1CFTM22CAFEZ8,Michael J. Tobias
A1CFU5XJXN3PV4,Home Studio
A1CG1LUHB7YH2C,Ryan L.
A1CG1ZB7VPXI2R,"S. Brown ""S. Brown"""
A1CG2VHUAE5T6W,"Gordon B. West ""Gw"""
A1CG84POMFEK2H,Amer
A1CG96V944FMVH,"Sharon ""Reddog"""
A1CGHQIQL2HEX1,L. House
A1CGJLBVYI1ICJ,Donna Guertin
A1CGTN7N4KM8TY,marnie
A1CGW9K6KPWA2T,L. Vintilescu
A1CHAHCPLSRZOX,"mankindsend ""Try Harder!"""
A1CHBXFMXEV4K7,"Kindle Customer ""50+"""
A1CHF9VHRDTTO5,Steve
A1CHIO39UOXNY3,"Topdog-182 ""Topdog-182"""
A1CHITTX2UJS18,"MM ""mimi"""
A1CHKAWX7FAOM4,"L. Kirk ""Crabseye"""
A1CHO6R1FT3VG3,LizaG
A1CHQPJ5LRR6NH,Jack Spratt
A1CHSNL63M9AGE,Bright_Idea
A1CHU912PXC0BD,gloria avila
A1CI768LQMDT2I,"Smith ""Smith"""
A1CIBCO8UED5Q9,gannas
A1CIEA8JUBX7YF,William B. Wright
A1CIEN08GJ64TI,"Joel S. Hirschhorn ""A delusional democracy br..."
A1CIEZUQ7SLA0E,Rene
A1CIGMN879NSA,John Hargraves
A1CIIYWAKLUXOQ,kyle martinowich
A1CIMOIAZUR7CP,ChristieL.
A1CIMZOW9GA3GE,JaguarIsis
A1CITHAQ9R2GSS,"D. Gutierrez ""D. Gutierrez"""
A1CJ4QXZ7T7Y1I,"StormDale ""S.D."""
A1CJBA32IGYYZQ,A. Pose
A1CJNLDQYUEI0E,Santabot
A1CJSH73RFNGBV,Swini
A1CJZFBTJO0R78,Polkadot
A1CK146U5IFP8F,Brandon Mario
A1CK234XHYVA5Z,"Frank1 ""Everybody's a snake"""
A1CK2YA1TXEVUP,De Freem
A1CKAZZ3Z647NA,"Loyal Amazon User ""Loyal Norton User"""
A1CKC9RMTVSI0Q,NANNAN N LEE
A1CKCGZIHFBUR1,marlene
A1CKCIM4AAI2BF,Gramms & Gramps144
A1CKI6QC4CMLPY,Scott
A1CKJ9S5MP8VZS,"P. Shafer ""Electronics fan"""
A1CKR3857HCJVH,V. Rister
A1CLD0XUR0VRDE,"J. Bentley ""Jarrod"""
A1CLE8JPZ5JTCV,ADiamondToo
A1CLP5TTOTJBBU,Jessica David
A1CLT73DUVARUT,Lore-a-holic
A1CM50V04TUUPF,Shelly
A1CMD08Z49PGKQ,"okiedan ""Pro Bono Publico"""
A1CMWB7AWQUQH4,Spizzle
A1CN2TPQXF2LFE,Ant P
A1CN7L05XSZMRX,"R. Diamond ""Diamondback662"""
A1CN9D860FZ14L,foxqueen8
A1CNBLMF8NNRVE,A. Dynes
A1CNIC0FTTSI5,Yes Me
A1CNLU84K5ZIOZ,"Annie Kamp ""Pet Momma"""
A1CNVASKF54CYM,"P. K ""Pete"""
A1COKVUNA4MM9M,pezzy
A1COOFZ80CAVVA,Amaramar
A1COSZMOI965TQ,Bad Grandpa
